               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 134,            0.012558,           0.0084206,           0.0011265,             0.98698,             0.98067,              0.9862,             0.90027,            0.013085,            0.003463,          0.00081358,           0.0032704,           0.0032704,           0.0032704
                 135,            0.012663,           0.0089729,          0.00082055,             0.98305,             0.98066,             0.98637,             0.89935,            0.012149,           0.0034682,          0.00078984,           0.0032093,           0.0032093,           0.0032093
                 136,            0.012283,           0.0079248,          0.00093612,             0.98922,              0.9751,             0.98536,             0.90183,            0.012654,           0.0035744,          0.00081506,           0.0031488,           0.0031488,           0.0031488
                 137,            0.013386,           0.0082861,          0.00091446,             0.98941,              0.9754,             0.98471,             0.89783,            0.013202,           0.0035411,          0.00087793,           0.0030888,           0.0030888,           0.0030888
                 138,            0.012424,           0.0084535,          0.00069258,             0.98637,             0.98314,             0.98584,              0.9086,            0.012679,           0.0034547,          0.00073261,           0.0030294,           0.0030294,           0.0030294
                 139,            0.012401,           0.0085264,          0.00095847,             0.99498,             0.97099,             0.98583,             0.90763,            0.012268,           0.0034903,          0.00074066,           0.0029706,           0.0029706,           0.0029706
                 140,            0.011843,           0.0082003,          0.00064715,             0.98976,             0.97947,             0.98593,             0.90611,            0.011821,           0.0034128,          0.00072797,           0.0029125,           0.0029125,           0.0029125
                 141,            0.012528,           0.0079685,          0.00095164,             0.98684,             0.98313,              0.9887,             0.90725,            0.011566,           0.0034382,          0.00067843,            0.002855,            0.002855,            0.002855
                 142,            0.012691,           0.0080821,          0.00071961,             0.98862,             0.98268,             0.98846,              0.9023,            0.011497,           0.0034895,          0.00066552,           0.0027981,           0.0027981,           0.0027981
                 143,            0.012392,            0.008338,          0.00081335,             0.98734,             0.98178,             0.98642,             0.90626,            0.012362,           0.0035237,          0.00061067,           0.0027419,           0.0027419,           0.0027419
                 144,            0.011258,            0.007933,          0.00059768,             0.99466,             0.97465,             0.98668,             0.90102,             0.01229,           0.0035906,          0.00055685,           0.0026864,           0.0026864,           0.0026864
                 145,            0.011926,           0.0082003,           0.0010103,             0.99133,             0.97976,             0.98677,              0.9001,            0.012643,           0.0037101,          0.00064021,           0.0026316,           0.0026316,           0.0026316
                 146,            0.011983,           0.0076185,          0.00057651,             0.99278,             0.97943,              0.9862,             0.89777,            0.012364,           0.0036092,            0.000699,           0.0025775,           0.0025775,           0.0025775
                 147,            0.012111,           0.0079719,           0.0008148,             0.99262,             0.97968,             0.98822,              0.9014,            0.012524,           0.0035489,          0.00069302,           0.0025241,           0.0025241,           0.0025241
                 148,             0.01195,            0.008231,           0.0008574,             0.99222,             0.97493,             0.98807,             0.90791,            0.012622,            0.003557,          0.00077044,           0.0024714,           0.0024714,           0.0024714
                 149,            0.011755,            0.007602,          0.00080902,             0.99165,             0.97459,             0.98626,             0.90475,            0.012196,           0.0035352,          0.00083193,           0.0024195,           0.0024195,           0.0024195
