               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,            0.015769,            0.010716,           0.0012582,             0.98331,             0.97818,             0.99296,             0.87537,            0.011638,            0.003759,          0.00044091,           0.0037779,           0.0037779,           0.0037779
                 127,            0.016023,           0.0099001,           0.0014338,             0.99506,             0.97241,             0.99266,             0.88404,            0.012068,            0.003767,          0.00027648,           0.0037128,           0.0037128,           0.0037128
                 128,            0.016135,            0.010491,            0.001167,             0.98862,             0.97431,             0.99257,             0.86855,            0.012307,           0.0038463,          0.00025768,           0.0036482,           0.0036482,           0.0036482
                 129,            0.016138,            0.010203,          0.00093244,             0.98856,             0.97043,             0.99153,             0.87491,            0.012238,           0.0037312,          0.00026073,            0.003584,            0.003584,            0.003584
                 130,            0.015686,           0.0097752,          0.00097768,             0.98418,             0.97928,             0.99267,             0.87292,            0.012077,           0.0038429,          0.00029501,           0.0035203,           0.0035203,           0.0035203
                 131,            0.016354,            0.010495,           0.0012245,             0.98822,             0.97927,             0.99093,             0.87942,            0.011769,           0.0037245,          0.00030228,            0.003457,            0.003457,            0.003457
                 132,            0.015517,           0.0099979,           0.0012372,             0.98779,             0.97432,              0.9869,              0.8784,            0.011676,           0.0036918,            0.000305,           0.0033943,           0.0033943,           0.0033943
                 133,            0.015302,             0.01004,           0.0010636,             0.98241,             0.97477,             0.99095,             0.87314,            0.011784,           0.0038074,          0.00028305,           0.0033321,           0.0033321,           0.0033321
                 134,             0.01441,            0.010268,          0.00094409,             0.98645,             0.97265,             0.99108,             0.88252,            0.011732,           0.0037912,          0.00029219,           0.0032704,           0.0032704,           0.0032704
                 135,            0.015741,            0.010179,           0.0012088,             0.98108,             0.97921,             0.99246,             0.88855,            0.011217,           0.0038095,          0.00025287,           0.0032093,           0.0032093,           0.0032093
